X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,ObjectId
-71.075673756,42.352534253,44222,"Oak, Northern Red",Quercus rubra,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07568,42.35254,726
-71.075708625,42.352606603,44223,"Elm, Princeton",Ulmus americana 'Princeton',1,6-12in,7,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07571,42.35261,727
-71.075746176,42.352674988,44224,"Elm, Siberian",Ulmus pumila,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07574,42.35268,728
-71.07575154,42.352424241,44225,"Elm, Siberian",Ulmus pumila,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07575,42.35242,729
-71.075786409,42.352498573,44226,Elm,Ulmus species,1,>30in,37,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07578,42.3525,730
-71.075845417,42.352578852,44227,"Elm, Hybrid",Ulmus x,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07584,42.35258,731
-71.075876263,42.352641291,44228,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07587,42.35264,732
-71.075888333,42.352392526,44229,"Elm, Siberian",Ulmus pumila,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07589,42.35239,733
-71.075920519,42.352466858,44230,"Elm, Hybrid",Ulmus x,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07592,42.35247,734
-71.075960752,42.352538217,44231,"Elm, Hybrid",Ulmus x,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07596,42.35254,735
-71.075990257,42.35260462,44232,"Elm, American",Ulmus americana,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07599,42.3526,736
-71.052287888,42.301180816,44235,"Linden, Silver",Tilia tomentosa,1,6-12in,8,--,Boston,Dorchester,Byrne Playground,-71.05228,42.30118,737
-71.052349578,42.301130229,44236,"Linden, Silver",Tilia tomentosa,1,6-12in,9,--,Boston,Dorchester,Byrne Playground,-71.05235,42.30113,738
-71.05243675,42.301038973,44237,"Linden, Silver",Tilia tomentosa,1,6-12in,8,--,Boston,Dorchester,Byrne Playground,-71.05244,42.30104,739
-71.052487712,42.300985411,44238,"Linden, Silver",Tilia tomentosa,1,6-12in,8,--,Boston,Dorchester,Byrne Playground,-71.05249,42.30099,740
-71.052604388,42.301001281,44239,"Linden, Littleleaf",Tilia cordata,1,18-24in,18,--,Boston,Dorchester,Byrne Playground,-71.0526,42.301,741
-71.052656691,42.301030046,44240,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Dorchester,Byrne Playground,-71.05266,42.30103,742
-71.052658033,42.300924904,44241,"Linden, Littleleaf",Tilia cordata,1,24-30in,24,--,Boston,Dorchester,Byrne Playground,-71.05266,42.30093,743
-71.052802872,42.300929864,44242,"Linden, Littleleaf",Tilia cordata,1,18-24in,22,--,Boston,Dorchester,Byrne Playground,-71.0528,42.30093,744
-71.052928936,42.300814802,44243,"Linden, Littleleaf",Tilia cordata,1,24-30in,24,--,Boston,Dorchester,Byrne Playground,-71.05293,42.30082,745
-71.052852493,42.30075132,44244,"Linden, Littleleaf",Tilia cordata,1,24-30in,24,--,Boston,Dorchester,Byrne Playground,-71.05285,42.30075,746
-71.052388471,42.300776118,44245,"Zelkova, Japanese",Zelkova serrata,1,24-30in,24,--,Boston,Dorchester,Byrne Playground,-71.05239,42.30078,747
-71.052376401,42.300848527,44246,"Zelkova, Japanese",Zelkova serrata,1,18-24in,20,--,Boston,Dorchester,Byrne Playground,-71.05238,42.30085,748
-71.052478348,42.300913686,44247,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Dorchester,Byrne Playground,-71.05247,42.30091,749
-71.052194034,42.300895831,44248,"Pear, Callery",Pyrus calleryana,1,12-18in,14,--,Boston,Dorchester,Byrne Playground,-71.05219,42.3009,750
-71.052121614,42.300877977,44249,"Pear, Callery",Pyrus calleryana,1,12-18in,13,--,Boston,Dorchester,Byrne Playground,-71.05212,42.30088,751
-71.052046512,42.300823422,44250,"Pear, Callery",Pyrus calleryana,1,12-18in,13,--,Boston,Dorchester,Byrne Playground,-71.05205,42.30082,752
-71.051996891,42.300782753,44251,"Pear, Callery",Pyrus calleryana,1,12-18in,14,--,Boston,Dorchester,Byrne Playground,-71.05199,42.30078,753
-71.051856075,42.3008016,44252,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,11,--,Boston,Dorchester,Byrne Playground,-71.05186,42.3008,754
-71.051814501,42.300871033,44253,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,9,--,Boston,Dorchester,Byrne Playground,-71.05181,42.30087,755
-71.051835959,42.300956338,44254,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,7,--,Boston,Dorchester,Byrne Playground,-71.05183,42.30096,756
-71.051957944,42.30101629,44255,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,18-24in,19,--,Boston,Dorchester,Byrne Playground,-71.05196,42.30102,757
-71.052026341,42.30104704,44256,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,15,--,Boston,Dorchester,Byrne Playground,-71.05202,42.30105,758
-71.052088031,42.301076797,44257,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,16,--,Boston,Dorchester,Byrne Playground,-71.05209,42.30107,759
-71.052148381,42.301124408,44258,"Linden, Silver",Tilia tomentosa,1,6-12in,7,--,Boston,Dorchester,Byrne Playground,-71.05215,42.30112,760
-71.052204707,42.301155157,44259,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Dorchester,Byrne Playground,-71.05221,42.30116,761
-71.05220739,42.301097627,44260,"Linden, Littleleaf",Tilia cordata,1,18-24in,18,--,Boston,Dorchester,Byrne Playground,-71.05221,42.3011,762
-71.076139455,42.352310236,44269,"Zelkova, Japanese",Zelkova serrata,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07614,42.35231,763
-71.076178347,42.35238655,44270,"Oak, Northern Red",Quercus rubra,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07618,42.35239,764
-71.076222603,42.352471785,44271,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07623,42.35247,765
-71.076257472,42.352533233,44272,Elm,Ulmus species,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07626,42.35253,766
-71.076237355,42.352279512,44275,"Zelkova, Japanese",Zelkova serrata,1,24-30in,25,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07624,42.35228,767
-71.076286976,42.3523588,44276,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07629,42.35236,768
-71.076347326,42.352445025,44277,"Zelkova, Japanese",Zelkova serrata,1,24-30in,27,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07635,42.35244,769
-71.076379512,42.352507464,44278,"Elm, Hybrid",Ulmus x,1,>30in,33,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07638,42.35251,770
-71.076409017,42.352247797,44279,"Elm, Siberian",Ulmus pumila,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07641,42.35225,771
-71.076446567,42.352322129,44280,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07645,42.35232,772
-71.076498871,42.352399435,44281,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0765,42.3524,773
-71.076533739,42.352457909,44284,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07653,42.35246,774
-71.07652301,42.352210135,44285,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07652,42.35221,775
-71.07655922,42.352296361,44286,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07656,42.35229,776
-71.07659543,42.352364746,44287,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0766,42.35236,777
-71.076624934,42.352436105,44288,"Oak, Northern Red",Quercus rubra,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07662,42.35244,778
-71.07666785,42.352170491,44289,"Elm, American",Ulmus americana,1,>30in,51,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07667,42.35217,779
-71.076712106,42.352239868,44290,"Maple, Red 'October Glory'",Acer rubrum 'October Glory',1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07671,42.35224,780
-71.076746975,42.352333031,44291,"Elm, American",Ulmus americana,1,>30in,40,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07674,42.35233,781
-71.076781844,42.352392497,44292,"Zelkova, Japanese",Zelkova serrata,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07678,42.35239,782
-71.076810007,42.352125891,44303,"Elm, Hybrid",Ulmus x,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07681,42.35213,783
-71.076907907,42.352219055,44304,Elm,Ulmus species,1,>30in,33,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0769,42.35222,784
-71.076906566,42.352342942,44305,"Oak, Bur",Quercus macrocarpa,1,3-6in,3,Spring 2021,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0769,42.35234,785
-71.076946799,42.352090212,44306,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07695,42.35209,786
-71.076974963,42.352162562,44307,"Maple, Freeman",Acer x freemanii,1,3-6in,3,Spring 2021,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07697,42.35216,787
-71.077019219,42.35225077,44308,"Elm, American",Ulmus americana,1,>30in,36,Spring 2021,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07702,42.35225,788
-71.077047382,42.352319156,44309,"Zelkova, Japanese",Zelkova serrata,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07705,42.35232,789
-71.077042018,42.352066425,44310,"Oak, Northern Red",Quercus rubra,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07704,42.35207,790
-71.077091639,42.352137785,44311,"Oak, Chestnut",Quercus prinus,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0771,42.35214,791
-71.07712919,42.352211126,44312,Elm,Ulmus species,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07713,42.35221,792
-71.077158694,42.352291405,44313,"Elm, American",Ulmus americana,1,24-30in,26,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07716,42.35229,793
-71.077157353,42.352041648,44314,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07716,42.35204,794
-71.077181493,42.352112016,44315,"Zelkova, Japanese",Zelkova serrata,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07718,42.35211,795
-71.077216697,42.352190754,44319,"Elm, Hybrid",Ulmus x,1,>30in,38,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07722,42.35219,796
-71.077252907,42.352264096,44320,"Oak, Black",Quercus velutina,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07726,42.35226,797
-71.077235472,42.35202524,44321,"Oak, Shingle",Quercus imbricaria,1,3-6in,3,Spring 2021,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07723,42.35202,798
-71.077264977,42.3520966,44322,"Elm, Siberian",Ulmus pumila,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07726,42.3521,799
-71.077298504,42.352172915,44323,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0773,42.35217,800
-71.077338737,42.352247247,44324,"Linden, Littleleaf",Tilia cordata,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07734,42.35225,801
-71.077301186,42.352002445,44325,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0773,42.352,802
-71.07737897,42.352070831,44326,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07738,42.35207,803
-71.077421886,42.352147146,44327,"Hackberry, Northern",Celtis occidentalis,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07742,42.35215,804
-71.077462119,42.352212559,44328,"Elm, Hybrid",Ulmus x,1,24-30in,29,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07746,42.35221,805
-71.077437979,42.351971721,44329,"Elm, Hybrid",Ulmus x,1,24-30in,29,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07744,42.35197,806
-71.077502352,42.352042089,44330,"Zelkova, Japanese",Zelkova serrata,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0775,42.35204,807
-71.077551973,42.352111466,44331,"Zelkova, Japanese",Zelkova serrata,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07755,42.35211,808
-71.077617687,42.35216895,44332,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07762,42.35217,809
-71.077564043,42.351946943,44333,"Elm, Hybrid",Ulmus x,1,24-30in,26,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07756,42.35195,810
-71.077600253,42.352023258,44334,Elm,Ulmus species,1,6-12in,8,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0776,42.35202,811
-71.077637804,42.352077769,44335,Elm,Ulmus species,1,6-12in,8,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07764,42.35208,812
-71.077676696,42.351915228,44336,"Elm, Hybrid",Ulmus x,1,24-30in,26,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07767,42.35191,813
-71.077683401,42.352003436,44337,"Zelkova, Japanese",Zelkova serrata,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07768,42.35201,814
-71.077726316,42.352065876,44338,"Zelkova, Japanese",Zelkova serrata,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07773,42.35207,815
-71.077727658,42.352139217,44339,"Zelkova, Japanese",Zelkova serrata,1,24-30in,29,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07773,42.35214,816
-71.07777862,42.351888468,44340,"Elm, Hybrid",Ulmus x,1,24-30in,28,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07778,42.35189,817
-71.077872497,42.352095609,44341,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07787,42.3521,818
-71.077880543,42.351857744,44342,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07788,42.35186,819
-71.077920777,42.351929103,44343,"Zelkova, Japanese",Zelkova serrata,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07792,42.35193,820
-71.077971739,42.351996498,44344,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07797,42.352,821
-71.07799722,42.352064884,44345,"Elm, American",Ulmus americana,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.078,42.35207,822
-71.07799722,42.351831975,44346,"Oak, Chestnut",Quercus prinus,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.078,42.35183,823
-71.078029406,42.351889459,44347,"Oak, Bur",Quercus macrocarpa,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07803,42.35189,824
-71.078075004,42.351973703,44348,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07807,42.35197,825
-71.078099144,42.352028214,44349,Elm,Ulmus species,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0781,42.35203,826
-71.113549565,42.306880722,44401,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Jamaica Plain,Murphy Playground,-71.11355,42.30688,827
-71.113489215,42.306887665,44402,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,Jamaica Plain,Murphy Playground,-71.11349,42.30689,828
-71.113415454,42.306893616,44403,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,Jamaica Plain,Murphy Playground,-71.11342,42.30689,829
-71.113330965,42.306903534,44404,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,Jamaica Plain,Murphy Playground,-71.11333,42.3069,830
-71.113219653,42.306927338,44406,Yellowwood,Cladrastis kentukea,3,12-18in,13,--,Boston,Jamaica Plain,Murphy Playground,-71.11322,42.30693,831
-71.113120411,42.306933289,44407,Yellowwood,Cladrastis kentukea,1,18-24in,18,--,Boston,Jamaica Plain,Murphy Playground,-71.11312,42.30693,832
-71.113023852,42.306938248,44408,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Jamaica Plain,Murphy Playground,-71.11302,42.30694,833
-71.112961506,42.306947198,44474,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,Jamaica Plain,Murphy Playground,-71.11296,42.30695,834
-71.11289311,42.30694819,44475,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,Murphy Playground,-71.11289,42.30695,835
-71.112812644,42.306955133,44476,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,Jamaica Plain,Murphy Playground,-71.11282,42.30695,836
-71.11271072,42.306986871,44477,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,Murphy Playground,-71.11271,42.30699,837
-71.112716811,42.307191572,44482,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,Murphy Playground,-71.11272,42.30719,838
-71.112720835,42.307293729,44483,Yellowwood,Cladrastis kentukea,4,12-18in,17,--,Boston,Jamaica Plain,Murphy Playground,-71.11272,42.30729,839
-71.112731564,42.307379024,44484,Yellowwood,Cladrastis kentukea,5,6-12in,10,--,Boston,Jamaica Plain,Murphy Playground,-71.11273,42.30738,840
-71.11273961,42.307451426,44485,Yellowwood,Cladrastis kentukea,1,24-30in,24,--,Boston,Jamaica Plain,Murphy Playground,-71.11274,42.30745,841
-71.112750339,42.307498041,44486,Yellowwood,Cladrastis kentukea,1,>30in,31,--,Boston,Jamaica Plain,Murphy Playground,-71.11275,42.3075,842
-71.112766432,42.307573418,44487,Yellowwood,Cladrastis kentukea,1,18-24in,22,--,Boston,Jamaica Plain,Murphy Playground,-71.11277,42.30758,843
-71.112787555,42.307701306,44488,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,Murphy Playground,-71.11279,42.3077,844
-71.113786156,42.307708276,44489,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,Jamaica Plain,Murphy Playground,-71.11378,42.30771,845
-71.113855893,42.307745964,44490,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,21,--,Boston,Jamaica Plain,Murphy Playground,-71.11385,42.30775,846
-71.114172394,42.307730096,44491,"Magnolia, Chinese; Saucer",Magnolia x soulangiana,1,0-3in,2,--,Boston,Jamaica Plain,Murphy Playground,-71.11417,42.30773,847
-71.114121432,42.307554547,44492,"Elm, Siberian",Ulmus pumila,4,12-18in,12,--,Boston,Jamaica Plain,Murphy Playground,-71.11412,42.30756,848
-71.113794202,42.307602153,44493,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,Jamaica Plain,Murphy Playground,-71.11379,42.3076,849
-71.112451757,42.280298845,44494,"Sweetgum, Common",Liquidambar styraciflua,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11245,42.2803,850
-71.112752164,42.280201607,44495,"Maple, Red 'October Glory'",Acer rubrum 'October Glory',1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11275,42.2802,851
-71.112717295,42.280126197,44496,"Coffeetree, Kentucky",Gymnocladus dioicus,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11272,42.28012,852
-71.112591232,42.280155964,44497,"Basswood, American",Tilia americana,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11259,42.28016,853
-71.111212576,42.280270071,44498,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11121,42.28027,854
-71.111393625,42.280248242,44499,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,3,--,Boston,Roslindale,Mt. Hope Cemetery,-71.1114,42.28025,855
-71.111589426,42.280223436,44500,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,5,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11159,42.28022,856
-71.112159396,42.280104368,44501,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,5,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11216,42.28011,857
-71.111938114,42.280167871,44502,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,4,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11194,42.28017,858
-71.112123186,42.280257172,44503,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,5,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11212,42.28026,859
-71.111758406,42.280195653,44504,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11176,42.2802,860
-71.11234715,42.280226412,44505,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11235,42.28023,861
-71.112513447,42.280184739,44506,"Redwood, Dawn",Metasequoia glyptostroboides,1,3-6in,4,--,Boston,Roslindale,Mt. Hope Cemetery,-71.11251,42.28019,862
-71.112049232,42.280135822,44510,Magnolia,Magnolia species,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11205,42.28014,863
-71.112312089,42.280088195,44511,Tulip Tree,Liriodendron tulipifera,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11231,42.28009,864
-71.11214311,42.280024692,44512,"Oak, Swamp White",Quercus bicolor,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11214,42.28003,865
-71.112132381,42.279911577,44513,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11213,42.27991,866
-71.11211897,42.279814337,44514,"Hackberry, Northern",Celtis occidentalis,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11212,42.27982,867
-71.112105559,42.279713129,44515,"Sweetgum, Common",Liquidambar styraciflua,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11211,42.27971,868
-71.112100194,42.279615889,44516,"Maple, Red 'October Glory'",Acer rubrum 'October Glory',1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.1121,42.27962,869
-71.112086783,42.279530556,44517,"Basswood, American",Tilia americana,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11208,42.27953,870
-71.111978441,42.279532504,44521,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11198,42.27953,871
-71.112273484,42.279609899,44522,Tulip Tree,Liriodendron tulipifera,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11227,42.27961,872
-71.112268119,42.279524566,44523,Magnolia,Magnolia species,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11227,42.27953,873
-71.112380772,42.279520597,44524,"Hackberry, Northern",Celtis occidentalis,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11238,42.27952,874
-71.112246662,42.279415419,44525,"Basswood, American",Tilia americana,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11224,42.27942,875
-71.112356632,42.279415419,44526,"Coffeetree, Kentucky",Gymnocladus dioicus,1,0-3in,1.5,Fall 2023,Boston,Roslindale,Mt. Hope Cemetery,-71.11236,42.27942,876
-71.071697716,42.353528284,44607,"Elm, English",Ulmus procera,1,>30in,40,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0717,42.35353,877
-71.071729903,42.353595677,44608,"Pagodatree, Japanese",Styphnolobium japonicum,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07173,42.3536,878
-71.071758066,42.353656133,44609,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07175,42.35366,879
-71.071795617,42.353733437,44610,"Pagodatree, Japanese",Styphnolobium japonicum,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07179,42.35373,880
-71.071776842,42.353502516,44611,"Elm, English",Ulmus procera,1,>30in,38,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07178,42.3535,881
-71.071825121,42.3535709,44612,"Pagodatree, Japanese",Styphnolobium japonicum,1,>30in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07182,42.35357,882
-71.071876083,42.353645231,44613,"Oak, Bur",Quercus macrocarpa,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07188,42.35365,883
