,SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,Weighted Roundtrip Ratio,Daily Roundtrips
0,1,Wilson Park,42.340991124000055,-71.14592892599995,1,D32033,D32054,B32035,D32034,D32028,A32017,D32029,A32001,D32035,A32045,0.4669695113861684,0.6351933883618087,0.7037662799103379,0.9405997036703548,0.9470011650238176,1.404334615404434,1.467303984480592,1.5306036389857367,1.588796731444758,1.753559135698599,0.0807051255273821,0.5822784810126582
1,2,James H. Roberts Playground,42.35952553200005,-71.12533246149997,2,A32040,A32011,A32019,A32006,A32012,A32052,A32002,A32005,D32035,A32001,0.2277854914201929,0.4252397694521286,0.564944012690371,0.7558221428050055,0.7742003530020575,0.9040235420542752,0.9741760440663456,1.0009255813921647,1.1362209102199017,1.1699595010095476,0.03300359945101893,1.5364677516576228
2,3,Smith Playground,42.36507196100004,-71.13104615899996,5,A32019,A32040,A32005,A32011,A32052,A32006,A32045,A32001,D32001,A32012,0.1474191552844196,0.3861776922092225,0.4678315592001818,0.4692144219686479,0.4791622167337176,0.9397815959066318,1.0633138104339277,1.184222560791972,1.3413597722084687,1.3524468992275906,0.041426808573088,6.040385774562979
3,4,Fern Square,42.35953406100006,-71.13329072949998,2,A32040,A32005,A32019,A32045,A32001,A32011,A32012,D32001,D32035,A32017,0.3892962238512571,0.425521160710738,0.6661402760641093,0.753964798316083,0.754465108448478,0.8393539022078802,1.1113668387357472,1.123249064171616,1.1283939246393386,1.1355173884059058,0.06198972289994133,2.7414104882459287
4,5,Ringer Playground,42.35045632200007,-71.13812892049995,3,A32001,D32034,A32017,D32035,D32054,A32045,D32028,D32001,A32012,A32005,0.1697238767350627,0.1825522831343958,0.3327833522578345,0.514236588129599,0.6002155599177854,0.6470230645944659,0.860761606613349,0.9332511663015242,1.0360089847850882,1.0817192395402146,0.03421734681872791,2.892706449668474
5,6,McKinney Playground,42.35463145150004,-71.15292741949997,1,D32001,D32028,D32029,A32045,D32054,D32031,D32034,A32001,A32005,D32033,0.4892337890101634,0.5554744556716731,0.8138893369149296,0.8550307121506373,0.9558913837845928,1.1201230131169944,1.1856552293130551,1.2087903203546988,1.3621389450771668,1.493729239538229,0.053632398753894,0.648583484026521
6,7,Hobart Park,42.35572421900005,-71.16132052399996,0,D32031,D32029,D32028,D32001,A32045,D32054,D32033,D32034,A32001,A32005,0.6714471417980481,0.7104564953067353,1.137905283312476,1.1850320264276548,1.594412933895589,1.5960181520704493,1.8449728561777263,1.9036248120950423,1.9707688330879671,2.0104832104336774,0.0,0.0
7,8,Market Street Burying Ground,42.35045317300006,-71.15234523399997,1,D32028,D32029,D32054,D32001,D32034,A32045,D32033,D32031,A32001,A32017,0.2105544628338463,0.6468493880317625,0.6674968770472327,0.8642080946643905,1.0215925863496746,1.0784366933259328,1.1142916102480975,1.138575085051142,1.2485111620782603,1.59431370970236,0.0407578052002448,0.7625075346594321
8,9,Jackson Square,42.34597978600004,-71.15274223099996,1,D32028,D32054,D32033,D32029,D32034,B32035,D32031,D32001,A32045,A32001,0.3739151812233668,0.5914143917998944,0.6275502563704946,0.6911571460835602,1.072390174434811,1.157294013302919,1.2276930482589306,1.3411481732035249,1.473752266159151,1.4974225442774545,0.0407578052002448,0.7625075346594321
9,10,Reilly Playground,42.33700505250005,-71.15269437699996,2,B32035,D32033,D32054,D32028,D32029,D32034,D32031,A32017,A32001,D32001,0.0820300712468657,0.2968547089316485,1.1818444998151956,1.2569224688381757,1.3193462372200315,1.6004491536273442,1.728609975057502,2.102837417120855,2.1647925972612283,2.229582390980559,0.12041884816753926,2.2875226039783
10,11,Boyden Park,42.33954287650005,-71.16637026649997,0,D32029,D32031,D32033,B32035,D32028,D32054,D32034,D32001,A32045,A32001,1.1218283775044755,1.1904866593748034,1.1916353270429152,1.3427323294731088,1.6569175700491807,1.8720451907974005,2.358864542609963,2.5188139381672534,2.7443217545056826,2.812551909815382,0.0,0.0
11,12,Evergreen Cemetery,42.33839303100004,-71.16238493699996,0,D32033,B32035,D32029,D32031,D32028,D32054,D32034,D32001,A32045,A32001,0.6960433559821921,0.91875983917408,1.0052701755031308,1.1873808845393403,1.2943266135264588,1.429114034012882,1.9091999087714648,2.230903743801373,2.397204042032243,2.401638213721512,0.0,0.0
12,13,Hardiman Playground,42.35136046800005,-71.16619070499996,2,D32031,D32029,D32028,D32033,D32001,D32054,A32045,B32035,D32034,A32001,0.0496651863132385,0.4967511053211536,1.2910885896114996,1.6582331064818097,1.6712483190956495,1.7281634210882195,2.0403959767330218,2.1161260919008997,2.13984875965663,2.33555912290096,0.09814041384129193,1.862567811934899
13,14,Rogers Park,42.34762765100004,-71.15944217249998,1,D32029,D32031,D32028,D32033,D32054,B32035,D32001,D32034,A32045,A32001,0.0489454337988341,0.5327816473788217,0.6261872102041632,0.9001460798041181,1.0062809693893335,1.391345697091033,1.4043134782803843,1.459591246060511,1.6491201785532452,1.7923157960454228,0.1084904171008177,1.035563592525617
14,15,Chandler Pond,42.34503420700005,-71.16574343999994,2,D32029,D32031,D32028,D32033,D32054,B32035,D32001,D32034,A32045,A32001,0.3899276181265799,0.4811655738819781,1.0968223607506646,1.1173331926984316,1.444548299012756,1.5287796249759658,1.833691530283036,1.9146512621178349,2.1088897694103563,2.265485843553973,0.09814041384129193,1.862567811934899
15,16,Mullen Square,42.319336472500055,-71.05802175199995,1,C32064,C32013,C32033,C32090,C32022,C32052,B32031,C32015,B32029,C32108,0.3620100687256006,0.5507066631550908,1.0095197728772474,1.0207702926431033,1.0511102687500615,1.335304604024067,1.3885837333364783,1.555293620491123,1.6170946883879098,1.7506207370812985,0.0907518450184501,0.4743821579264613
16,17,Dorchester North Burying Ground,42.317206903000056,-71.06373744749996,0,C32064,B32031,C32013,C32022,C32033,B32029,C32015,C32090,B32022,C32108,0.8040093491642717,0.9598429092732028,0.9887681418284464,0.9898922289357212,1.0120088435209724,1.0633284041697273,1.2703906648129273,1.4352096551956253,1.4614633905362082,1.600332819363028,0.0,0.0
17,18,Downer Avenue Playground,42.31154402100006,-71.06173662799995,1,B32031,C32033,B32029,C32108,C32064,C32041,C32013,C32090,B32028,C32111,0.4852169659504294,0.6002406465951243,0.9031807412828644,1.0080549320254366,1.1730236705789294,1.2779838035120383,1.284402258447781,1.5378156971834531,1.5922060928364747,1.6187466764511964,0.0752602081665332,0.33996383363471955
18,19,Quincy/Stanley Play Area,42.31108400200006,-71.06878294449996,2,B32029,B32031,B32028,C32037,C32111,C32033,B32022,C32041,C32108,C32030,0.3464487302202503,0.4473208543014874,1.03139434373649,1.1300881077359095,1.1398331118551672,1.199600296817786,1.338581097568622,1.4115067395504617,1.4336620712636918,1.5743059584772892,0.08152806894945258,0.5274261603375526
19,20,Deer Street Park,42.310999277000064,-71.05873330549994,1,C32033,B32031,C32108,C32064,B32029,C32013,C32041,C32090,C32111,C32022,0.3864731512577605,0.61294764055198,0.8668131959440623,1.1071222445451812,1.162857699514501,1.1932997669510446,1.245989249506732,1.388308902376887,1.8057600386940844,1.8170014684845908,0.122948312773983,0.7269439421338152
20,21,Savin Hill Beach,42.30725802400005,-71.05146770649995,2,C32033,C32108,B32031,C32041,C32014,C32090,C32013,C32064,B32029,C32066,0.2797447646755326,0.3135817523297486,0.9480619113466004,0.9622843399851914,1.15381784167626,1.2478829895791268,1.3590925432301697,1.365801135691724,1.6016470378820498,1.7989903754760437,0.12273672465385194,0.729355033152501
21,22,Coppens Square,42.30841677250007,-71.06437005599997,1,B32031,B32029,C32033,C32108,C32041,C32111,C32037,B32028,C32064,C32013,0.0575662062616752,0.6930382705959678,0.8731943859357783,0.9602388626866424,1.0021406586965111,1.2487743889975051,1.2900593532323374,1.3424869447302648,1.577307416738866,1.6894714041923538,0.0752602081665332,0.33996383363471955
22,23,Old Harbor Park,42.319906344500026,-71.04038230249995,1,C32090,C32013,C32014,C32064,C32052,C32033,C32016,C32017,C32051,C32022,0.297005692040178,0.5844399455901838,0.6033593853400044,0.7761851409593593,1.0748346508278817,1.440338022380733,1.5464297772741782,1.5493960527242356,1.891882558822559,1.9235399618076428,0.2539554051070719,2.0801687763713077
23,24,McConnell Park,42.30891298350005,-71.05142915899995,2,C32033,C32108,B32031,C32041,C32014,C32064,C32013,C32090,B32029,E32009,0.1081882129880498,0.4911780366077941,0.9523623284000244,1.1076924492267388,1.1493111656468122,1.173454840840914,1.1773754266929013,1.187856880204087,1.6016470378820498,1.9619420489010015,0.12273672465385194,0.729355033152501
24,25,Boston Common,42.355043019500044,-71.06566726199995,10,D32014,B32056,D32024,D32042,D32019,D32011,B32061,D32007,D32017,B32032,0.0176841575403655,0.0420340736367909,0.0541785180583703,0.104623849771961,0.1606631395541247,0.1658521776819242,0.1809053445667913,0.2705308926168511,0.3084823386589415,0.3747053632523835,0.05347486588649192,24.00421940928268
25,26,Central Burying Ground,42.35288991900004,-71.06609636049996,9,D32042,D32011,D32019,D32014,D32007,D32024,D32048,D32043,B32056,D32015,0.1182457022390712,0.1598601414707408,0.2354605277513463,0.2538871862447495,0.3035665785147607,0.4422895780309155,0.4446357722590205,0.4509528507452037,0.4881865098820819,0.5299934310558774,0.04405964731041603,16.504520795660017
26,27,Public Garden,42.35406365850005,-71.06998497349994,10,D32007,D32024,D32017,D32042,D32011,D32013,D32049,D32019,D32014,D32048,0.0121168321574368,0.0121348985089227,0.0548107814670199,0.0947845475078724,0.2134332594577283,0.2431749962894597,0.322070787501112,0.4180362735193136,0.4259027882707992,0.4974834660514545,0.053458760980248723,23.17661241711873
27,28,Granary Burying Ground,42.35734815300006,-71.06175088449996,8,B32056,B32061,D32014,B32032,B32008,D32009,D32000,D32019,D32057,A32042,0.0176985178596675,0.0779106657264811,0.2398922998368922,0.2619629205820188,0.3157374596086328,0.4229047448998317,0.463573316737381,0.4939859970465358,0.5862216975644409,0.60839809598705,0.03233842567237178,12.617239300783588
28,29,Phillips Street Play Area,42.36053411550003,-71.06731313549997,2,D32000,D32016,D32024,B32061,A32025,B32032,B32056,D32022,D32014,D32017,0.1700080831944148,0.3091655881252233,0.5221643009246763,0.5318879499173932,0.6059135373437834,0.6136869117373978,0.6204166502846749,0.623693236938116,0.6841539538435116,0.7014849532029133,0.037790959843832204,7.830018083182625
29,30,Myrtle Street Playground,42.35919916450004,-71.06609477899994,5,D32000,B32061,D32016,B32056,D32024,D32014,B32032,D32017,B32008,D32009,0.2237863071443707,0.3812153778868512,0.4368969711213988,0.4408073729142846,0.4486563807250844,0.5048040685527267,0.506391674655091,0.6719634524902035,0.6816430814914138,0.7014049651127829,0.039833241407410645,12.080168776371286
30,31,Copley Square Park,42.35001045200005,-71.07619749699998,9,D32005,D32045,C32003,D32013,D32046,D32049,D32007,C32008,C32007,C32077,0.0233376742837563,0.1197783564290408,0.1583802625723683,0.1777413311157634,0.198255552319452,0.2600128964786418,0.4321250787387631,0.4513740914497045,0.4560671367064512,0.5281541267024491,0.0308124169256366,14.98613622664254
31,32,Clarendon Street Playlot,42.35279916350007,-71.07658285199997,7,D32045,D32005,D32013,D32046,D32017,D32049,D32007,C32003,C32008,D32024,0.2028814440129667,0.3006051986505042,0.3021942251108727,0.4033610327537946,0.4078103429232031,0.4740888598352358,0.4865497775616221,0.5012482387089074,0.6280861348301138,0.6410725811243106,0.04846553342371463,17.50813743218805
32,33,DeFilippo Playground,42.36653117450007,-71.05697828849998,2,A32053,D32010,D32006,A32025,D32022,D32057,D32021,D32009,B32032,B32008,0.2512921850865168,0.3595088905231999,0.533988596263132,0.5738966677569428,0.5863025457556663,0.6019861649644936,0.6157605308382481,0.624615085406554,0.7319619497286414,0.7910330974564032,0.029845107669059304,3.2857142857142847
33,34,Copp's Hill Burying Ground,42.36735748150005,-71.05578552599997,3,A32053,D32010,D32006,D32021,A32025,D32057,D32022,D32039,D32009,B32004,0.357665328829588,0.4381141786260655,0.4870288762770802,0.5388296298308934,0.665502895099973,0.6685759054267522,0.676133508818042,0.6922207574685568,0.722272999841746,0.8071716307891447,0.03976084963967675,7.1253767329716675
34,35,Copp's Hill Terrace,42.36780996600004,-71.05531743649996,1,A32053,D32010,D32006,D32021,D32039,A32025,D32022,D32057,D32009,B32004,0.4518022555803411,0.5283749291805931,0.5393921921287764,0.5625490774034966,0.6735918196992363,0.7399054948229066,0.7480197021104812,0.7576216627527607,0.8122778835222297,0.878696345294427,0.0218901391843744,0.5147679324894506
35,36,Foster Street Play Area,42.36743203650005,-71.05406256899997,1,D32006,A32053,D32010,D32021,D32039,D32057,D32009,B32004,A32025,D32022,0.4604967504362947,0.5142367258827906,0.5249578300989287,0.6953449265920608,0.7299056777212952,0.7385633321343554,0.8156505772062038,0.8165044689316169,0.8496763394487736,0.8607874083460347,0.055555797818759,3.839662447257383
36,37,Charter Street Park,42.36680027950007,-71.05329171699995,2,D32006,D32010,A32053,D32057,B32004,D32009,D32021,D32039,A32033,A32025,0.3654671244799842,0.4679696393756361,0.5223002855481157,0.6668523496681888,0.7243146466842715,0.7593693504152795,0.7890865724100808,0.7975343480637209,0.8411491216078667,0.8887444175896365,0.04246010774731454,6.610608800482217
37,38,Paul Revere Mall,42.36580588250007,-71.05369996599998,3,D32006,D32010,A32053,D32057,B32004,D32009,D32021,A32013,B32008,B32032,0.2490502023264706,0.3692933098520164,0.4403467824987886,0.5449315249950505,0.5894200682677291,0.6557554127785551,0.7941578697118697,0.8037062493159176,0.8044762158423978,0.8169440965489921,0.03976084963967675,7.1253767329716675
38,39,Polcari Park,42.36503583250004,-71.05445404199995,4,D32010,D32006,A32053,D32057,D32009,B32004,B32032,B32008,A32013,A32025,0.2488809498225235,0.3036876573667216,0.3760415337761621,0.4555362241589167,0.5401095125631881,0.5919674947276232,0.6960237353255687,0.696269368517013,0.7628589685958151,0.7853988051443939,0.04027045171190178,7.593128390596742
39,40,Cutillo Park,42.36355771050006,-71.05638394049998,6,D32010,A32053,D32057,D32009,D32006,B32032,B32008,B32004,A32013,A32025,0.0598725113609915,0.2570898451918154,0.3035341970034524,0.3391490586299602,0.4310170041183062,0.4852247921715954,0.5021165466270141,0.5774887618439807,0.6669646810236943,0.6684803749454946,0.036859039433988834,9.301386377335739
40,41,City Hall Plaza,42.36050201350005,-71.05893443449995,10,B32032,D32009,B32008,B32061,D32057,D32010,B32056,A32053,D32000,A32013,0.0116494489954828,0.0601484457189702,0.080721906443009,0.1877238961353108,0.2015671043317929,0.2023285768394727,0.3550319276672131,0.3592119184111407,0.4239583524535266,0.4976354321371198,0.029163704800994162,12.52561784207352
41,42,Norman Leventhal Park,42.35627479650003,-71.05557483799996,10,A32026,B32008,A32042,A32013,D32008,A32010,D32009,D32057,B32056,B32032,0.2181450048590626,0.2700501131840438,0.317901375966318,0.3249325903939311,0.3731339682975838,0.3939455012386689,0.4227835858523548,0.4323827419632575,0.4544420905818709,0.4548126007263851,0.026072150474464498,11.837251356238676
42,43,Angell Memorial Square,42.35709628150005,-71.05608246699995,10,B32008,A32013,A32026,D32009,D32057,B32032,D32008,B32061,A32042,B32056,0.2143453112095318,0.3347424010207315,0.3380915483599943,0.3634298764924003,0.388273964666089,0.4063731501162773,0.428738633775676,0.4398881190950053,0.4409105696076971,0.448213033660413,0.029269935683921444,10.162145871006611
43,44,Union Street Park I,42.36101105050005,-71.05719540499999,8,D32009,D32057,D32010,B32008,B32032,A32053,B32061,A32013,B32004,B32056,0.0347626418823728,0.141344775100983,0.1695745117005119,0.1749038102553687,0.2329697137381008,0.3884618338657217,0.4138767770226393,0.4711038714377729,0.5363548404631787,0.5633961456021175,0.03097417834601701,9.488245931283894
44,45,Langone Park,42.36865442750005,-71.05613505699995,2,D32021,A32053,D32039,D32010,D32006,A32025,D32022,D32057,D32038,D32009,0.4286168896619363,0.4582575184999823,0.567370999386441,0.6078873350836757,0.6169296444477663,0.6859514115231216,0.6878626122879626,0.8401574035830554,0.8738254718704861,0.8834798033691651,0.041893286264490084,3.340566606389389
45,46,Prince Street Park,42.36802855300007,-71.05789255349995,3,A32053,D32021,A32025,D32022,D32010,D32039,D32006,D32009,D32057,B32032,0.2894819785491908,0.4249888869207513,0.4985867676413797,0.5029562542438463,0.5280144808123134,0.6196336723209114,0.6959990404124143,0.7620017097290968,0.7710626567604711,0.8330758467770845,0.030399669582516862,5.811934900542492
46,47,Rachel Revere Square,42.36355583750006,-71.05351355449997,6,D32006,D32010,D32057,B32004,D32009,A32053,A32013,B32008,B32032,D32008,0.2103179886728957,0.2138590829867621,0.3333706010726486,0.4152132572735782,0.4657829146589879,0.4885093157373832,0.5998222307681025,0.6019704026301157,0.6490196053575699,0.7376030321108605,0.04190208715581137,11.43942133815551
47,48,Tai Tung Park,42.348302499000056,-71.06152537599996,7,D32043,C32025,D32048,D32015,C32057,D32019,D32011,C32035,C32009,D32042,0.1244394688290064,0.2952095821816231,0.3245815922363316,0.3778381398969803,0.3873755121027443,0.4580216429101317,0.4921286592989494,0.5045914778852663,0.5733625240940576,0.6375974795004071,0.029292693885102042,7.349005424954778
48,49,Leo F. McCarthy Playground,42.37944579850003,-71.06837900249994,4,A32022,D32036,D32060,D32020,A32023,D32038,D32037,D32053,D32021,D32039,0.0094917045282967,0.2059286744625272,0.3442502634939299,0.4833056901540264,0.5386368989365565,0.5858661590504611,0.60572447389699,0.7466921560874391,1.0313283745950292,1.227897792296258,0.030744175225180255,1.6726943942133785
49,50,City Square,42.371697128500045,-71.06188031799996,3,D32021,D32038,D32020,D32039,A32023,D32022,A32025,A32053,D32037,A32022,0.0801693195139271,0.3471111436248871,0.4481518133504812,0.5899326169554759,0.6111195284087553,0.6311067823522766,0.6510300593603271,0.7602492635691906,0.9317824423161482,0.9409957530850808,0.038968177018038945,3.8034960819770904
50,51,John Harvard Mall,42.37263334350007,-71.06256813299996,3,D32021,D32038,D32020,A32023,D32039,D32022,A32025,A32022,D32037,A32053,0.1558580842386796,0.2173668810728022,0.3148802959516146,0.5062882602387446,0.6184407135457605,0.7325710800432997,0.7536162757540131,0.8032773357106715,0.8452844652243193,0.866258506938834,0.038968177018038945,3.8034960819770904
51,52,Paul Revere Park,42.37009508450004,-71.06240072799997,4,D32021,D32022,A32025,D32038,A32053,D32020,A32023,D32039,D32010,D32000,0.1694549275318437,0.4010682238980863,0.4230914623020967,0.4710252552306337,0.5494926594522922,0.5686371493973222,0.6198449291184984,0.6743745888164687,0.8555330373582831,0.9207688281039732,0.029813537959667836,5.817359855334535
52,53,Charlestown H.S. Athletic Fields,42.38092118150007,-71.05754797449995,2,D32037,D32023,D32039,D32020,A32022,D32038,D32036,D32021,A32023,D32060,0.0024220748939899,0.4706554091443759,0.6328836145818781,0.6333068349330262,0.6593058603015591,0.6719965559981633,0.8006903568634811,0.8847581207324252,0.9867792024546608,1.0011468629126907,0.038236185147704264,1.787823990355632
53,54,Ryan Playground,42.38608888650006,-71.07126612149997,2,D32053,D32036,D32060,A32022,D32037,D32020,A32023,D32038,D32021,D32039,0.204668033525237,0.4453137209472781,0.5035530657329516,0.7067379757975278,1.017598989869699,1.1969547387260588,1.20143418108893,1.299257039975514,1.7423596411025617,1.8468136752758268,0.027354765933446108,0.5262206148282093
54,55,Barry Playground,42.37935769900005,-71.05344189749997,1,D32023,D32037,D32039,D32038,D32020,D32021,A32022,A32033,A32036,A32041,0.3257414706909816,0.5147489618830243,0.5270280100206363,0.9025461517277495,0.919612846591128,0.942297552402378,1.1588891432030677,1.166896985239009,1.178853869023441,1.187281077130114,0.0333705810646078,1.1880650994575017
55,56,Doherty Playground,42.38235938450006,-71.06754656849998,3,D32036,A32022,D32060,D32037,D32053,D32020,D32038,A32023,D32021,D32039,0.2138354089298694,0.295675386687301,0.4301836502150487,0.5603248729056691,0.6107112890934211,0.7000498505629974,0.798273895434224,0.8335884541212925,1.2292207522572176,1.3327679286136822,0.036575640666422375,1.0229053646775161
56,57,St Francis De Sales Cemetery,42.38161693450007,-71.06570777899998,3,A32022,D32036,D32037,D32060,D32020,D32038,A32023,D32053,D32021,D32039,0.2989107049241508,0.3493793530816069,0.4141682470707048,0.5597719508984554,0.5984886554695252,0.6909749818604678,0.7985554502422095,0.8068317153721475,1.1079896603475008,1.1862770270927134,0.042023244820447586,1.5539481615430972
57,58,Bunker Hill Monument,42.37631527350004,-71.06078793849997,5,D32038,D32020,D32037,D32021,D32039,A32023,A32022,D32036,D32023,D32060,0.2139775961039974,0.2411266144588593,0.3753264993091694,0.4113530079286754,0.4875176936294271,0.6400905520936666,0.6472946312274551,0.885330505482056,0.9190487489001689,1.0314720083727165,0.04153848029553644,6.160940325497282
58,59,Phipps Street Burying Ground,42.376262739000055,-71.06765486499998,4,D32020,A32023,A32022,D32038,D32036,D32060,D32037,D32021,D32039,D32053,0.2029494087053566,0.2144676033500571,0.2686924987494746,0.2951722326297108,0.5148028687428688,0.5479940437193,0.7019572023092352,0.7312793095482452,1.0245563592051985,1.0419674270833263,0.026135850743876202,1.8673899939722687
59,60,Winthrop Square,42.374347930000056,-71.06014700249997,4,D32021,D32038,D32020,D32039,D32037,A32023,A32022,D32022,A32025,D32023,0.2410302033526234,0.2700839550699576,0.3563407284336619,0.398965197626751,0.6394900549798439,0.6931895683309461,0.8342943806987726,0.96373398428512,0.9824955901673872,0.9853783428676296,0.04054413338343119,5.561181434599152
60,61,Hayes Square,42.37684996200005,-71.05680850649995,2,D32039,D32037,D32021,D32038,D32020,D32023,A32022,A32023,D32036,A32033,0.3279687110263763,0.4779341047625187,0.6064879290429501,0.6071826141469467,0.6427188678356105,0.6507017415459619,0.97805450677419,1.041592101803596,1.1988468393262028,1.2273555177489262,0.04648536857869586,2.3574442435201917
61,62,Charlestown Sprouts Garden,42.38188956850007,-71.05825412899998,1,D32037,D32023,D32020,D32038,A32022,D32039,D32036,D32021,D32060,A32023,0.2203189007268151,0.8332565037270756,0.8457072781347194,0.8786729818741691,0.8821976664802643,0.8852419545718461,0.99703851160819,1.1042443158450568,1.2062028675228018,1.2132189610975852,0.0537648934158268,0.5997588908981306
62,63,East Boston Memorial Park I,42.37177714000006,-71.03049470049996,3,A32032,A32049,A32044,A32031,A32041,A32030,A32036,A32050,A32051,A32033,0.1800367163562322,0.212417014444948,0.3829363861733796,0.5360668288974374,0.5889020543864415,0.6016591352760001,0.613144906137003,0.6637518450145606,0.6791814541764672,0.8670316016946112,0.25208400128246233,1.8957203134418323
63,64,Noyes Playground,42.38778300300004,-71.01026262199994,2,A32039,A32035,A32028,A32051,A32032,A32041,A32049,A32044,A32050,A32036,0.1324304729584381,0.2459515959404442,0.5766201706345053,1.6343658161093624,2.2957107302001694,2.667826534836845,2.7215079378186524,2.808040758766259,2.9025051814166245,2.91402656339228,0.30726097156262516,3.236889692585895
64,65,Temple Ohabei Shalom Cemetery,42.382425455500055,-71.01493432199996,2,A32028,A32039,A32035,A32051,A32032,A32041,A32049,A32044,A32050,A32036,0.1006142416521733,0.4091439953662993,0.8169728550403025,1.0633478272970462,1.6906496967465543,2.097822816280814,2.100582167208035,2.1697290290202296,2.263642577427732,2.3341693071721346,0.2724463749944024,1.8336347197106688
65,66,Cuneo Park,42.38369560400005,-71.01675952899998,1,A32028,A32039,A32035,A32051,A32032,A32041,A32049,A32044,A32036,A32050,0.0284333854971788,0.5152302591506835,0.9257949154781072,1.011890090597433,1.6765524342939016,2.045991858311017,2.1088720735966526,2.2180432987532126,2.2910114740455194,2.3675741626842552,0.292399022232569,0.75708257986739
66,67,Bennington Street Cemetery,42.38096238250003,-71.02100471149998,1,A32028,A32051,A32039,A32032,A32035,A32041,A32049,A32044,A32036,A32050,0.414458870701834,0.5104212422374164,0.9072250429167632,1.1551821311342043,1.318392992832158,1.545784525240262,1.584644315456657,1.7015139416862624,1.7860592745983872,1.891452059884962,0.292399022232569,0.75708257986739
67,68,American Legion Playground,42.38196225000007,-71.02945586349995,1,A32051,A32032,A32041,A32028,A32036,A32049,A32031,A32039,A32044,D32023,0.2491310321884427,0.839525957910744,0.9948820007199196,1.0521201548135293,1.2680201667853173,1.2837750222706246,1.523971048380797,1.5337440243939853,1.541534720491085,1.5814996472072396,0.0931329207191276,0.19047619047619044
68,69,Prescott Square,42.38113743450003,-71.03088494449997,1,A32051,A32032,A32041,A32036,A32028,A32049,A32031,A32044,D32023,A32030,0.3118129283652815,0.7782392767570273,0.911693535057814,1.1856943002060991,1.208853368824683,1.2164019199909126,1.448827101041912,1.4844674452368487,1.494611184901638,1.5300522939764587,0.0931329207191276,0.19047619047619044
69,70,Putnam Square,42.38033245350008,-71.03296660799998,1,A32051,A32032,A32041,A32036,A32049,A32031,D32023,A32030,A32044,A32033,0.4205915052000727,0.6777652664555501,0.7239978976947444,1.0019194830320033,1.0876111955100198,1.292349059448666,1.3055666612632868,1.374244511035952,1.3841549239186972,1.3889795801313218,0.0931329207191276,0.19047619047619044
70,71,Paris Street Playground,42.37224943250004,-71.03703687249998,6,A32049,A32036,A32031,A32041,A32032,A32030,A32044,A32033,A32057,A32051,0.1853362688698061,0.3015170023112307,0.3031137506444392,0.3436084441740925,0.3611865067313479,0.3824815797152286,0.5447074283595501,0.5696969969115877,0.717320726934669,1.0538230024144892,0.13831121730596915,4.884870403857744
71,72,Brophy Park,42.36570099350007,-71.03356372899998,2,A32044,A32050,A32057,A32049,A32030,A32031,A32032,A32036,A32033,A32041,0.1836553711852459,0.4090164786361561,0.5181842221417023,0.5257528240830045,0.5976703608901062,0.6176650130144116,0.8923585877748809,1.0110976727548873,1.018652330835874,1.13842558771524,0.24086378737541528,1.6606389391199519
72,73,Sumner & Lamson Street Playground,42.36595821550006,-71.03244333599994,2,A32044,A32050,A32049,A32057,A32030,A32031,A32032,A32036,A32033,A32041,0.1778844644917294,0.3325473891181076,0.5397969905792813,0.6130871614195615,0.6516268929975744,0.6667573269637032,0.8759586961059531,1.045013686316674,1.072592031892845,1.156574092071468,0.24086378737541528,1.6606389391199519
73,74,Condor Street Beach I,42.383108395500045,-71.02973534899996,1,A32051,A32032,A32028,A32041,A32036,A32049,A32039,D32023,A32031,A32044,0.3768965325727465,0.9599324096647012,1.0101682818420552,1.0428745381640363,1.3224242282903935,1.3922919237988662,1.490656879365165,1.5467962835234716,1.6118796457854494,1.667463495466358,0.0931329207191276,0.19047619047619044
74,75,East Boston Greenway,42.369364187500025,-71.03694722699996,7,A32049,A32030,A32031,A32057,A32032,A32044,A32036,A32033,A32041,A32050,0.0300807228319172,0.0906817267775486,0.1113873677987612,0.1416481828036054,0.2578608529076944,0.3910368552280314,0.4592319940199757,0.5115248203273531,0.5464760869659632,0.903475580692618,0.16420771859631567,5.343580470162746
75,76,Symphony Community Park,42.34475255700005,-71.08762613299996,3,B32005,B32018,C32063,C32007,C32008,C32004,B32062,Z32997,B32034,C32056,0.148615462712874,0.2625715004736172,0.4699993682444708,0.5950960897588348,0.5976091151328379,0.6151254904424373,0.6226099581394274,0.773671923734985,0.7737300853852844,0.8095008390739344,0.033663515719997435,7.934900542495466
76,77,Edgerly Road Playground,42.34627961850006,-71.08795845399996,2,B32018,B32005,C32008,C32007,C32063,B32010,D32046,C32004,B32034,B32062,0.1444631358611117,0.3234455953045644,0.5292079263463491,0.5900916910741315,0.6485587660937392,0.7774968898884773,0.7810909618040132,0.7824265712695346,0.7826263315723836,0.7967966199275004,0.035218681213513195,7.2091621458709945
